CommissionStatus,DateCreated,Description,Discount,Id,InvoiceAmt,InvoiceId,LastUpdated,OrderItemId
0,2017-10-11 15:54:16 UTC,"Creating A Dynasty - Austin, TX - November 11 - 13, 2016 - $895.00",0.0,2696812,895.0,1369596,2017-10-11 15:54:17 UTC,2696812
